prefix_row_id,participant_id,reader_group,reader_group_binary,prefix_type,prefix_value,prefix_order_index,evidence_available_until_prefix,n_words_observed,n_trials_observed,n_texts_observed,n_speeches_observed,n_fixations_observed,stable_enough_for_prediction,terminal_text_id,observed_text_ids,fold_id,inner_fold_id,split_regime,split_role,y_true,p_pred,y_pred,model_name,feature_group,threshold_source,calibration_source,prediction_uncertainty,probability_entropy,n_features,predictor_hash,clean_result,official_claim_allowed,benchmark_relative_claim_allowed,_prefix_priority,_prefix_value_numeric,accumulator,p_t,calibrated_p_t,uncertainty_estimate,evidence_count,accumulator_status,reader_sequence_key,y_pred_at_prefix,is_error
803,P42,typical_control,0,speech_prefix,all,5,P42::202203_p0_s1487_w62,3456,5,5,5,3250,True,202203,1323|7797|202201|202202|202203,1,,participant_grouped_kfold,outer_test,0,0.123151688257717,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.107985349936991,0.5383529494031742,201,8231497,True,False,True,3,1000000000.0,learned_meta_aggregator,0.0275363098491928,0.0275363098491928,0.0269027879651679,20,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P42,0,False
848,P45,typical_control,0,word_count_prefix,50,1,P45::7905_p0_s615_w49,50,1,1,1,59,True,7905,7905,1,,participant_grouped_kfold,outer_test,0,0.8997315927511221,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.090214653756651,0.4698458474783913,177,4842823,True,False,True,0,50.0,learned_meta_aggregator,0.7352377438378951,0.7352377438378951,0.0,1,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,1,True
854,P45,typical_control,0,chronological_prefix,50,1,P45::7905_p0_s615_w49,50,1,1,1,59,True,7905,7905,1,,participant_grouped_kfold,outer_test,0,0.8997315927511221,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.090214653756651,0.4698458474783913,177,4842823,True,False,True,1,50.0,learned_meta_aggregator,0.7442692589748088,0.7442692589748088,0.0045157575684568,2,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,1,True
849,P45,typical_control,0,word_count_prefix,100,2,P45::7905_p1_s618_w5,100,1,1,1,119,True,7905,7905,1,,participant_grouped_kfold,outer_test,0,0.281323799602633,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2021807193797706,0.8572483158638711,201,8231497,True,False,True,0,100.0,learned_meta_aggregator,0.3084097139730464,0.3084097139730464,0.2033708376103777,3,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
855,P45,typical_control,0,chronological_prefix,100,2,P45::7905_p1_s618_w5,100,1,1,1,119,True,7905,7905,1,,participant_grouped_kfold,outer_test,0,0.281323799602633,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2021807193797706,0.8572483158638711,201,8231497,True,False,True,1,100.0,learned_meta_aggregator,0.2557005027568228,0.2557005027568228,0.2296289036679878,4,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
850,P45,typical_control,0,word_count_prefix,250,3,P45::7905_p3_s628_w19,250,1,1,1,298,True,7905,7905,1,,participant_grouped_kfold,outer_test,0,0.554262678134888,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2470555617616295,0.9914873910347274,201,8231497,True,False,True,0,250.0,learned_meta_aggregator,0.3655706639371094,0.3655706639371094,0.2134550197826858,5,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
856,P45,typical_control,0,chronological_prefix,250,3,P45::7905_p3_s628_w19,250,1,1,1,298,True,7905,7905,1,,participant_grouped_kfold,outer_test,0,0.554262678134888,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2470555617616295,0.9914873910347274,201,8231497,True,False,True,1,250.0,learned_meta_aggregator,0.3757605137858997,0.3757605137858997,0.1988266330591458,6,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
851,P45,typical_control,0,word_count_prefix,500,4,P45::7905_p6_s640_w63,500,1,1,1,591,True,7905,7905,1,,participant_grouped_kfold,outer_test,0,0.475300444809672,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2493899319733999,0.9982389991383468,201,8231497,True,False,True,0,500.0,learned_meta_aggregator,0.3549970642569826,0.3549970642569826,0.1879992404814368,7,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
857,P45,typical_control,0,chronological_prefix,500,4,P45::7905_p6_s640_w63,500,1,1,1,591,True,7905,7905,1,,participant_grouped_kfold,outer_test,0,0.475300444809672,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2493899319733999,0.9982389991383468,201,8231497,True,False,True,1,500.0,learned_meta_aggregator,0.360738225347603,0.360738225347603,0.1782397055484517,8,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
852,P45,typical_control,0,word_count_prefix,1000,5,P45::7905_p14_s661_w37,1000,1,1,1,1147,True,7905,7905,1,,participant_grouped_kfold,outer_test,0,0.2158952838351609,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1692845102528962,0.7526012662308796,201,8231497,True,False,True,0,1000.0,learned_meta_aggregator,0.2679272480947599,0.2679272480947599,0.17630177351524,9,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
858,P45,typical_control,0,chronological_prefix,1000,5,P45::7905_p14_s661_w37,1000,1,1,1,1147,True,7905,7905,1,,participant_grouped_kfold,outer_test,0,0.2158952838351609,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1692845102528962,0.7526012662308796,201,8231497,True,False,True,1,1000.0,learned_meta_aggregator,0.2558711235979408,0.2558711235979408,0.1742449091667574,10,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
860,P45,typical_control,0,trial_or_text_prefix,1,1,P45::7905_p31_s725_w7,2336,1,1,1,2724,True,7905,7905,1,,participant_grouped_kfold,outer_test,0,0.6633318561389262,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2233227047702131,0.9215946049748562,201,8231497,True,False,True,2,1.0,learned_meta_aggregator,0.4965318082947165,0.4965318082947165,0.1683232565762467,11,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
865,P45,typical_control,0,speech_prefix,1,1,P45::7905_p31_s725_w7,2336,1,1,1,2724,True,7905,7905,1,,participant_grouped_kfold,outer_test,0,0.6633318561389262,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2233227047702131,0.9215946049748562,201,8231497,True,False,True,3,1.0,learned_meta_aggregator,0.5181699709504375,0.5181699709504375,0.163856630383891,12,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,1,True
861,P45,typical_control,0,trial_or_text_prefix,2,2,P45::18561_p18_s871_w2,3423,2,2,2,3734,True,18561,7905|18561,1,,participant_grouped_kfold,outer_test,0,0.7606758727369647,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1820480893728218,0.7939145189594649,201,8231497,True,False,True,2,2.0,learned_meta_aggregator,0.495436692937134,0.495436692937134,0.1587088212146654,13,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
866,P45,typical_control,0,speech_prefix,2,2,P45::18561_p18_s871_w2,3423,2,2,2,3734,True,18561,7905|18561,1,,participant_grouped_kfold,outer_test,0,0.7606758727369647,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1820480893728218,0.7939145189594649,201,8231497,True,False,True,3,2.0,learned_meta_aggregator,0.5182553953431758,0.5182553953431758,0.1547805119467042,14,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,1,True
862,P45,typical_control,0,trial_or_text_prefix,3,3,P45::22811_p21_s1258_w12,4615,3,3,3,5054,True,22811,7905|18561|22811,1,,participant_grouped_kfold,outer_test,0,0.9666860608786632,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0322041205815567,0.2107480751832487,201,8231497,True,False,True,2,3.0,learned_meta_aggregator,0.5850677929784907,0.5850677929784907,0.1543084492198577,15,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,1,True
867,P45,typical_control,0,speech_prefix,3,3,P45::22811_p21_s1258_w12,4615,3,3,3,5054,True,22811,7905|18561|22811,1,,participant_grouped_kfold,outer_test,0,0.9666860608786632,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0322041205815567,0.2107480751832487,201,8231497,True,False,True,3,3.0,learned_meta_aggregator,0.6231591385314712,0.6231591385314712,0.1556748032068526,16,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,1,True
853,P45,typical_control,0,word_count_prefix,all,6,P45::202152_p0_s2031_w115,7042,7,7,7,7534,True,202152,7905|18561|22811|26682|202150|202151|202152,1,,participant_grouped_kfold,outer_test,0,0.1208372028229898,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1062355732369055,0.5317626006634361,201,8231497,True,False,True,0,1000000000.0,learned_meta_aggregator,0.0485021619710238,0.0485021619710238,0.1786176268644965,17,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
859,P45,typical_control,0,chronological_prefix,all,6,P45::202152_p0_s2031_w115,7042,7,7,7,7534,True,202152,7905|18561|22811|26682|202150|202151|202152,1,,participant_grouped_kfold,outer_test,0,0.1208372028229898,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1062355732369055,0.5317626006634361,201,8231497,True,False,True,1,1000000000.0,learned_meta_aggregator,0.0454707987517501,0.0454707987517501,0.1946511979072848,18,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
864,P45,typical_control,0,trial_or_text_prefix,all,5,P45::202152_p0_s2031_w115,7042,7,7,7,7534,True,202152,7905|18561|22811|26682|202150|202151|202152,1,,participant_grouped_kfold,outer_test,0,0.1208372028229898,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1062355732369055,0.5317626006634361,201,8231497,True,False,True,2,1000000000.0,learned_meta_aggregator,0.0431548002302638,0.0431548002302638,0.2062874139684074,19,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
869,P45,typical_control,0,speech_prefix,all,5,P45::202152_p0_s2031_w115,7042,7,7,7,7534,True,202152,7905|18561|22811|26682|202150|202151|202152,1,,participant_grouped_kfold,outer_test,0,0.1208372028229898,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1062355732369055,0.5317626006634361,201,8231497,True,False,True,3,1000000000.0,learned_meta_aggregator,0.0414014508059168,0.0414014508059168,0.2148918835997595,20,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P45,0,False
956,P50,typical_control,0,word_count_prefix,50,1,P50::1165_p0_s3_w49,50,1,1,1,138,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.9999994291053796,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,5.708942945456658e-07,2.1374262889438523e-05,177,4842823,True,False,True,0,50.0,learned_meta_aggregator,0.8194744695624618,0.8194744695624618,0.0,1,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
962,P50,typical_control,0,chronological_prefix,50,1,P50::1165_p0_s3_w49,50,1,1,1,138,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.9999994291053796,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,5.708942945456658e-07,2.1374262889438523e-05,177,4842823,True,False,True,1,50.0,learned_meta_aggregator,0.8263113313053112,0.8263113313053112,0.0034184308714246,2,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
957,P50,typical_control,0,word_count_prefix,100,2,P50::1165_p0_s4_w99,100,1,1,1,204,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.9999542615666476,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,4.573634134814135e-05,0.0007253610380979,201,8231497,True,False,True,0,100.0,learned_meta_aggregator,0.8339529750403945,0.8339529750403945,0.0059138680549225,3,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
963,P50,typical_control,0,chronological_prefix,100,2,P50::1165_p0_s4_w99,100,1,1,1,204,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.9999542615666476,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,4.573634134814135e-05,0.0007253610380979,201,8231497,True,False,True,1,100.0,learned_meta_aggregator,0.8403477752866318,0.8403477752866318,0.0078596065424103,4,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
958,P50,typical_control,0,word_count_prefix,250,3,P50::1165_p2_s13_w4,250,1,1,1,423,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.882928175048901,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1033660127537182,0.5208849299706463,201,8231497,True,False,True,0,250.0,learned_meta_aggregator,0.8033623815318903,0.8033623815318903,0.0127723640393275,5,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
964,P50,typical_control,0,chronological_prefix,250,3,P50::1165_p2_s13_w4,250,1,1,1,423,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.882928175048901,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1033660127537182,0.5208849299706463,201,8231497,True,False,True,1,250.0,learned_meta_aggregator,0.8118140962833135,0.8118140962833135,0.0126083256149031,6,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
959,P50,typical_control,0,word_count_prefix,500,4,P50::1165_p5_s24_w2,500,1,1,1,824,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.869414599805624,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1135328534504507,0.5590414643711874,201,8231497,True,False,True,0,500.0,learned_meta_aggregator,0.8210985107523305,0.8210985107523305,0.0116839926867666,7,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
965,P50,typical_control,0,chronological_prefix,500,4,P50::1165_p5_s24_w2,500,1,1,1,824,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.869414599805624,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1135328534504507,0.5590414643711874,201,8231497,True,False,True,1,500.0,learned_meta_aggregator,0.829153137667767,0.829153137667767,0.011159400376596,8,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
960,P50,typical_control,0,word_count_prefix,1000,5,P50::1165_p10_s56_w65,1000,1,1,1,1633,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.4850193450321668,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2497755799767347,0.9993523637753898,201,8231497,True,False,True,0,1000.0,learned_meta_aggregator,0.6978958244699828,0.6978958244699828,0.0407573411111638,9,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
966,P50,typical_control,0,chronological_prefix,1000,5,P50::1165_p10_s56_w65,1000,1,1,1,1633,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.4850193450321668,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2497755799767347,0.9993523637753898,201,8231497,True,False,True,1,1000.0,learned_meta_aggregator,0.7055748783325096,0.7055748783325096,0.0496260554090223,10,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
968,P50,typical_control,0,trial_or_text_prefix,1,1,P50::1165_p13_s70_w4,1169,1,1,1,1892,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.1070904985144568,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0956221236423819,0.4910771616717037,201,8231497,True,False,True,2,1.0,learned_meta_aggregator,0.574718842439624,0.574718842439624,0.0799518114380994,11,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
972,P50,typical_control,0,speech_prefix,1,1,P50::1165_p13_s70_w4,1169,1,1,1,1892,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.1070904985144568,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0956221236423819,0.4910771616717037,201,8231497,True,False,True,3,1.0,learned_meta_aggregator,0.5805424882473009,0.5805424882473009,0.0940937167197231,12,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
969,P50,typical_control,0,trial_or_text_prefix,2,2,P50::1318_p26_s187_w75,3073,2,2,2,4695,True,1318,1165|1318,1,,participant_grouped_kfold,outer_test,0,0.7852000854946503,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1686609112338442,0.7505579775550599,201,8231497,True,False,True,2,2.0,learned_meta_aggregator,0.7802035223350099,0.7802035223350099,0.0905320674769182,13,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
973,P50,typical_control,0,speech_prefix,2,2,P50::1318_p26_s187_w75,3073,2,2,2,4695,True,1318,1165|1318,1,,participant_grouped_kfold,outer_test,0,0.7852000854946503,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1686609112338442,0.7505579775550599,201,8231497,True,False,True,3,2.0,learned_meta_aggregator,0.7878771925841621,0.7878771925841621,0.087465985727497,14,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
970,P50,typical_control,0,trial_or_text_prefix,3,3,P50::10440_p12_s1607_w83,4060,3,3,3,5923,True,10440,1165|1318|10440,1,,participant_grouped_kfold,outer_test,0,0.442041657142001,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2466408304931546,0.9902856622473726,201,8231497,True,False,True,2,3.0,learned_meta_aggregator,0.5737046806551104,0.5737046806551104,0.0970628237690621,15,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
974,P50,typical_control,0,speech_prefix,3,3,P50::10440_p12_s1607_w83,4060,3,3,3,5923,True,10440,1165|1318|10440,1,,participant_grouped_kfold,outer_test,0,0.442041657142001,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2466408304931546,0.9902856622473726,201,8231497,True,False,True,3,3.0,learned_meta_aggregator,0.585071139547294,0.585071139547294,0.102337542364917,16,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
961,P50,typical_control,0,word_count_prefix,all,6,P50::17526_p25_s1721_w12,6486,4,4,4,9177,True,17526,1165|1318|10440|17526,1,,participant_grouped_kfold,outer_test,0,0.7146566665970111,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2039225154854596,0.8626297097768565,201,8231497,True,False,True,0,1000000000.0,learned_meta_aggregator,0.6700663852390609,0.6700663852390609,0.1007121819204992,17,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
967,P50,typical_control,0,chronological_prefix,all,6,P50::17526_p25_s1721_w12,6486,4,4,4,9177,True,17526,1165|1318|10440|17526,1,,participant_grouped_kfold,outer_test,0,0.7146566665970111,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2039225154854596,0.8626297097768565,201,8231497,True,False,True,1,1000000000.0,learned_meta_aggregator,0.6786771364316828,0.6786771364316828,0.0988045121298913,18,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
971,P50,typical_control,0,trial_or_text_prefix,all,4,P50::17526_p25_s1721_w12,6486,4,4,4,9177,True,17526,1165|1318|10440|17526,1,,participant_grouped_kfold,outer_test,0,0.7146566665970111,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2039225154854596,0.8626297097768565,201,8231497,True,False,True,2,1000000000.0,learned_meta_aggregator,0.6869745692417576,0.6869745692417576,0.0967514431093695,19,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
975,P50,typical_control,0,speech_prefix,all,4,P50::17526_p25_s1721_w12,6486,4,4,4,9177,True,17526,1165|1318|10440|17526,1,,participant_grouped_kfold,outer_test,0,0.7146566665970111,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2039225154854596,0.8626297097768565,201,8231497,True,False,True,3,1000000000.0,learned_meta_aggregator,0.6950148879054752,0.6950148879054752,0.0946443714859475,20,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P50,1,True
1062,P55,typical_control,0,word_count_prefix,50,1,P55::1165_p0_s3_w49,50,1,1,1,111,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.4492475564501203,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2474241894737162,0.9925549663068708,177,4842823,True,False,True,0,50.0,learned_meta_aggregator,0.2642536311619547,0.2642536311619547,0.0,1,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1068,P55,typical_control,0,chronological_prefix,50,1,P55::1165_p0_s3_w49,50,1,1,1,111,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.4492475564501203,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2474241894737162,0.9925549663068708,177,4842823,True,False,True,1,50.0,learned_meta_aggregator,0.2734755455083726,0.2734755455083726,0.0046109571732089,2,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1063,P55,typical_control,0,word_count_prefix,100,2,P55::1165_p0_s4_w99,100,1,1,1,177,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.3963195818542851,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2392503708931297,0.968756933295632,201,8231497,True,False,True,0,100.0,learned_meta_aggregator,0.249868109244128,0.249868109244128,0.0097142392166877,3,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1069,P55,typical_control,0,chronological_prefix,100,2,P55::1165_p0_s4_w99,100,1,1,1,177,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.3963195818542851,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2392503708931297,0.968756933295632,201,8231497,True,False,True,1,100.0,learned_meta_aggregator,0.2540019778168723,0.2540019778168723,0.0091879782064364,4,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1064,P55,typical_control,0,word_count_prefix,250,3,P55::1165_p2_s13_w4,250,1,1,1,389,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.1542724716263294,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1304724761246327,0.6204296877602965,201,8231497,True,False,True,0,250.0,learned_meta_aggregator,0.1552499793205258,0.1552499793205258,0.0428552593872993,5,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1070,P55,typical_control,0,chronological_prefix,250,3,P55::1165_p2_s13_w4,250,1,1,1,389,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.1542724716263294,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1304724761246327,0.6204296877602965,201,8231497,True,False,True,1,250.0,learned_meta_aggregator,0.1430282505024333,0.1430282505024333,0.0530999360076351,6,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1065,P55,typical_control,0,word_count_prefix,500,4,P55::1165_p5_s24_w2,500,1,1,1,757,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.0862092893333139,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0787772477659589,0.4236887213142966,201,8231497,True,False,True,0,500.0,learned_meta_aggregator,0.1234963340352802,0.1234963340352802,0.0603059265864559,7,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1071,P55,typical_control,0,chronological_prefix,500,4,P55::1165_p5_s24_w2,500,1,1,1,757,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.0862092893333139,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0787772477659589,0.4236887213142966,201,8231497,True,False,True,1,500.0,learned_meta_aggregator,0.117736587232534,0.117736587232534,0.0639863748751075,8,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1066,P55,typical_control,0,word_count_prefix,1000,5,P55::1165_p10_s56_w65,1000,1,1,1,1376,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.0277129045305834,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0269448994530621,0.1827892025591492,201,8231497,True,False,True,0,1000.0,learned_meta_aggregator,0.1073918140658187,0.1073918140658187,0.0666613511447832,9,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1072,P55,typical_control,0,chronological_prefix,1000,5,P55::1165_p10_s56_w65,1000,1,1,1,1376,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.0277129045305834,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0269448994530621,0.1827892025591492,201,8231497,True,False,True,1,1000.0,learned_meta_aggregator,0.102550816082138,0.102550816082138,0.0681948590125643,10,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1074,P55,typical_control,0,trial_or_text_prefix,1,1,P55::1165_p13_s70_w4,1169,1,1,1,1625,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.0075238760765198,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.007467267365305,0.0638894620378088,201,8231497,True,False,True,2,1.0,learned_meta_aggregator,0.0961675561853947,0.0961675561853947,0.0692549469236906,11,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1079,P55,typical_control,0,speech_prefix,1,1,P55::1165_p13_s70_w4,1169,1,1,1,1625,True,1165,1165,1,,participant_grouped_kfold,outer_test,0,0.0075238760765198,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.007467267365305,0.0638894620378088,201,8231497,True,False,True,3,1.0,learned_meta_aggregator,0.0936998720219539,0.0936998720219539,0.0697116244922839,12,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1075,P55,typical_control,0,trial_or_text_prefix,2,2,P55::1318_p26_s187_w75,3073,2,2,2,4355,True,1318,1165|1318,1,,participant_grouped_kfold,outer_test,0,0.2949808723847212,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.20796715731187,0.875068743844374,201,8231497,True,False,True,2,2.0,learned_meta_aggregator,0.1115570959861445,0.1115570959861445,0.0684782622588901,13,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1080,P55,typical_control,0,speech_prefix,2,2,P55::1318_p26_s187_w75,3073,2,2,2,4355,True,1318,1165|1318,1,,participant_grouped_kfold,outer_test,0,0.2949808723847212,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.20796715731187,0.875068743844374,201,8231497,True,False,True,3,2.0,learned_meta_aggregator,0.1195917452985785,0.1195917452985785,0.0668418289278605,14,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
1076,P55,typical_control,0,trial_or_text_prefix,3,3,P55::1323_p30_s290_w71,4886,3,3,3,6881,True,1323,1165|1318|1323,1,,participant_grouped_kfold,outer_test,0,0.6607857167903287,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2241479532762202,0.9240648427459868,201,8231497,True,False,True,2,3.0,learned_meta_aggregator,0.1672349678464927,0.1672349678464927,0.06461637304632,15,complete,outer_test:participant_grouped_kfold:1:all_allowed_online:P55,0,False
